textbox13,disease_name,textbox43,textbox11,textbox18,district_count,sl_no1,textbox38,textbox5,textbox33,textbox55,textbox36,col06,textbox71,textbox29,textbox37,textbox45,textbox30,textbox34,textbox56
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,7700,7205,14905,0,0,0,7700,7205,14905,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,38169,35216,73385,0,0,0,38169,35216,73385,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,1,0,1,0,0,0,1,0,1,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Cholera(Lab. confirmed),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Diptheria,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Encephalitis,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Enteric Fever,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,112,105,217,0,0,0,112,105,217,0,0,0
29/04/2021,Enteric Fever,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Pratap Grah,112,105,217,0,0,0,112,105,217,0,0,0
