textbox13,disease_name,textbox43,textbox11,textbox18,district_count,sl_no1,textbox38,textbox5,textbox33,textbox55,textbox36,col06,textbox71,textbox29,textbox37,textbox45,textbox30,textbox34,textbox56
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,18999,16099,35098,0,0,0,18999,16099,35098,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Pratap Grah,28049,22903,50952,0,0,0,28049,22903,50952,0,0,0
