textbox28,textbox76,textbox78,textbox24,district_count,sl_no1,textbox20,textbox26,textbox23,textbox38,textbox29,textbox21,textbox33,textbox8,textbox58,textbox9,textbox10,textbox12,textbox13
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,9563,4787,14350,0,0,0,9563,4787,14350,0,0,0
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,0,5,5,0,0,0,0,5,5,0,0,0
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,0,5,5,0,0,0,0,5,5,0,0,0
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,0,5,5,0,0,0,0,5,5,0,0,0
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,0,5,5,0,0,0,0,5,5,0,0,0
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2016  UPTO  December - 2016,33,,Pratap Grah,0,5,5,0,0,0,0,5,5,0,0,0
