textbox28,textbox76,textbox78,textbox24,district_count,sl_no1,textbox20,textbox26,textbox23,textbox38,textbox29,textbox21,textbox33,textbox8,textbox58,textbox9,textbox10,textbox12,textbox13
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,2012,908,2920,1,0,1,2012,908,2920,1,0,1
29/04/2021,Disease Name--Cancer-Breast Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,0,10,10,0,0,0,0,10,10,0,0,0
29/04/2021,Disease Name--Cancer-Breast Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,0,10,10,0,0,0,0,10,10,0,0,0
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,161,95,256,2,2,4,161,95,256,2,2,4
29/04/2021,"Disease Name--Cancer-Oral Cancer (Lip, Oral Cavity and Pharynx) ",State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,39,29,68,0,1,1,39,29,68,0,1,1
29/04/2021,"Disease Name--Cancer-Oral Cancer (Lip, Oral Cavity and Pharynx) ",State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,39,29,68,0,1,1,39,29,68,0,1,1
29/04/2021,"Disease Name--Cancer-Oral Cancer (Lip, Oral Cavity and Pharynx) ",State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,39,29,68,0,1,1,39,29,68,0,1,1
29/04/2021,"Disease Name--Cancer-Oral Cancer (Lip, Oral Cavity and Pharynx) ",State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,39,29,68,0,1,1,39,29,68,0,1,1
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
29/04/2021,Disease Name--Cancer-Other  Cancers(excluding 7.1 to 7.4),State Name--RAJASTHAN,From Month & Year--  January - 2019  UPTO  December - 2019,33,,Hanumangarh,335,281,616,3,3,6,335,281,616,3,3,6
