textbox28,textbox76,textbox78,textbox24,district_count,sl_no1,textbox20,textbox26,textbox23,textbox38,textbox29,textbox21,textbox33,textbox8,textbox58,textbox9,textbox10,textbox12,textbox13
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,1399,583,1982,2,0,2,1399,583,1982,2,0,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,49,52,101,2,0,2,49,52,101,2,0,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,49,52,101,2,0,2,49,52,101,2,0,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2017  UPTO  December - 2017,33,,Hanumangarh,49,52,101,2,0,2,49,52,101,2,0,2
