textbox13,disease_name,textbox43,textbox11,textbox18,district_count,sl_no1,textbox38,textbox5,textbox33,textbox55,textbox36,col06,textbox71,textbox29,textbox37,textbox45,textbox30,textbox34,textbox56
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10400,8581,18981,0,1,1,10400,8581,18981,0,1,1
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,116481,102679,219160,2,10,12,116481,102679,219160,2,10,12
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10,8,18,0,0,0,10,8,18,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10,8,18,0,0,0,10,8,18,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10,8,18,0,0,0,10,8,18,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10,8,18,0,0,0,10,8,18,0,0,0
29/04/2021,Chicken Pox,RAJASTHAN,From Month & Year  January - 2018,December - 2018,33,,Hanumangarh,10,8,18,0,0,0,10,8,18,0,0,0
