textbox28,textbox76,textbox78,textbox24,district_count,sl_no1,textbox20,textbox26,textbox23,textbox38,textbox29,textbox21,textbox33,textbox8,textbox58,textbox9,textbox10,textbox12,textbox13
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Accidental Injuries-Accidental Injuries,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,4158,1567,5725,9,1,10,4158,1567,5725,9,1,10
29/04/2021,Disease Name--Cancer-Cervix Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cancer-Lung Cancer ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,42,48,90,1,1,2,42,48,90,1,1,2
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases- Hypertension,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,14153,8449,22602,1,2,3,14153,8449,22602,1,2,3
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Cardio Vascular Diseases-Ischemic Heart  Diseases,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,2338,1539,3877,9,8,17,2338,1539,3877,9,8,17
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus- Type 1 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,1443,944,2387,0,1,1,1443,944,2387,0,1,1
29/04/2021,Disease Name--Diabetes Mellitus-Type 2 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,7354,4378,11732,0,0,0,7354,4378,11732,0,0,0
29/04/2021,Disease Name--Diabetes Mellitus-Type 2 ,State Name--RAJASTHAN,From Month & Year--  January - 2014  UPTO  December - 2014,33,,Hanumangarh,7354,4378,11732,0,0,0,7354,4378,11732,0,0,0
