textbox13,disease_name,textbox43,textbox11,textbox18,district_count,sl_no1,textbox38,textbox5,textbox33,textbox55,textbox36,col06,textbox71,textbox29,textbox37,textbox45,textbox30,textbox34,textbox56
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Diarrhoeal diseases  (Including Gastro Enteritis Etc),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,8690,7089,15779,0,3,3,8690,7089,15779,0,3,3
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,84316,77557,161873,16,9,25,84316,77557,161873,16,9,25
29/04/2021,Acute Respiratory Infection (Including Influenza and excluding Pneumonia),RAJASTHAN,From Month & Year  January - 2014,December - 2014,33,,Hanumangarh,84316,77557,161873,16,9,25,84316,77557,161873,16,9,25
